classification_id	source_path	source_line	warning	message	architectures	review_cluster	x86_x64_disposition	required_next_read	source_records
T310-S8-P4-CLASS-007511	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3106	C4245	'=': conversion from 'IS32' to 'IU32', signed/unsigned mismatch	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-014955,T310-S8-P4-WARN-014956
T310-S8-P4-CLASS-007512	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3111	C4456	declaration of 'returnValue' hides previous local declaration	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-014957,T310-S8-P4-WARN-014962
T310-S8-P4-CLASS-007513	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3111	C4457	declaration of 'v1' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-014958,T310-S8-P4-WARN-014963
T310-S8-P4-CLASS-007514	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3111	C4457	declaration of 'v2' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-014959,T310-S8-P4-WARN-014964
T310-S8-P4-CLASS-007515	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3111	C4457	declaration of 'v3' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-014960,T310-S8-P4-WARN-014965
T310-S8-P4-CLASS-007516	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3111	C4457	declaration of 'v4' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-014961,T310-S8-P4-WARN-014966
T310-S8-P4-CLASS-007517	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3116	C4456	declaration of 'returnValue' hides previous local declaration	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-014967,T310-S8-P4-WARN-014972
T310-S8-P4-CLASS-007518	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3116	C4457	declaration of 'v1' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-014968,T310-S8-P4-WARN-014973
T310-S8-P4-CLASS-007519	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3116	C4457	declaration of 'v2' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-014969,T310-S8-P4-WARN-014974
T310-S8-P4-CLASS-007520	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3116	C4457	declaration of 'v3' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-014970,T310-S8-P4-WARN-014975
T310-S8-P4-CLASS-007521	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3116	C4457	declaration of 'v4' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-014971,T310-S8-P4-WARN-014976
T310-S8-P4-CLASS-007522	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3124	C4456	declaration of 'returnValue' hides previous local declaration	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-014977,T310-S8-P4-WARN-014982
T310-S8-P4-CLASS-007523	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3124	C4457	declaration of 'v1' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-014978,T310-S8-P4-WARN-014983
T310-S8-P4-CLASS-007524	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3124	C4457	declaration of 'v2' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-014979,T310-S8-P4-WARN-014984
T310-S8-P4-CLASS-007525	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3124	C4457	declaration of 'v3' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-014980,T310-S8-P4-WARN-014985
T310-S8-P4-CLASS-007526	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3124	C4457	declaration of 'v4' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-014981,T310-S8-P4-WARN-014986
T310-S8-P4-CLASS-007527	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3143	C4456	declaration of 'returnValue' hides previous local declaration	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-014987,T310-S8-P4-WARN-014992
T310-S8-P4-CLASS-007528	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3143	C4457	declaration of 'v1' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-014988,T310-S8-P4-WARN-014993
T310-S8-P4-CLASS-007529	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3143	C4457	declaration of 'v2' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-014989,T310-S8-P4-WARN-014994
T310-S8-P4-CLASS-007530	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3143	C4457	declaration of 'v3' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-014990,T310-S8-P4-WARN-014995
T310-S8-P4-CLASS-007531	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3143	C4457	declaration of 'v4' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-014991,T310-S8-P4-WARN-014996
T310-S8-P4-CLASS-007532	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3148	C4102	'L28_267if_d': unreferenced label	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-014997,T310-S8-P4-WARN-014998
T310-S8-P4-CLASS-007533	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3161	C4102	'S_2488_CopyWord4PlaneUnchained_00000003_0000000f_00000000_00000000': unreferenced label	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-014999,T310-S8-P4-WARN-015000
T310-S8-P4-CLASS-007534	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3165	C4127	conditional expression is constant	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-015001,T310-S8-P4-WARN-015002
T310-S8-P4-CLASS-007535	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3166	C4127	conditional expression is constant	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-015003,T310-S8-P4-WARN-015004
T310-S8-P4-CLASS-007536	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3169	C4245	'=': conversion from 'IS32' to 'IUH', signed/unsigned mismatch	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-015005,T310-S8-P4-WARN-015006
T310-S8-P4-CLASS-007537	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3265	C4456	declaration of 'returnValue' hides previous local declaration	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-015007,T310-S8-P4-WARN-015012
T310-S8-P4-CLASS-007538	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3265	C4457	declaration of 'v1' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-015008,T310-S8-P4-WARN-015013
T310-S8-P4-CLASS-007539	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3265	C4457	declaration of 'v2' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-015009,T310-S8-P4-WARN-015014
T310-S8-P4-CLASS-007540	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3265	C4457	declaration of 'v3' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-015010,T310-S8-P4-WARN-015015
T310-S8-P4-CLASS-007541	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3265	C4457	declaration of 'v4' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-015011,T310-S8-P4-WARN-015016
T310-S8-P4-CLASS-007542	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3357	C4102	'L23_443if_d': unreferenced label	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-015017,T310-S8-P4-WARN-015018
T310-S8-P4-CLASS-007543	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3371	C4102	'S_2489_UnchainedDwordWrite_00000003_00000008_00000000': unreferenced label	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-015019,T310-S8-P4-WARN-015020
T310-S8-P4-CLASS-007544	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3375	C4127	conditional expression is constant	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-015021,T310-S8-P4-WARN-015022
T310-S8-P4-CLASS-007545	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3376	C4127	conditional expression is constant	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-015023,T310-S8-P4-WARN-015024
T310-S8-P4-CLASS-007546	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3379	C4245	'=': conversion from 'IS32' to 'IUH', signed/unsigned mismatch	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-015025,T310-S8-P4-WARN-015026
T310-S8-P4-CLASS-007547	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3393	C4456	declaration of 'returnValue' hides previous local declaration	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-015027,T310-S8-P4-WARN-015032
T310-S8-P4-CLASS-007548	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3393	C4457	declaration of 'v1' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-015028,T310-S8-P4-WARN-015033
T310-S8-P4-CLASS-007549	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3393	C4457	declaration of 'v2' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-015029,T310-S8-P4-WARN-015034
T310-S8-P4-CLASS-007550	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3393	C4457	declaration of 'v3' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-015030,T310-S8-P4-WARN-015035
T310-S8-P4-CLASS-007551	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3393	C4457	declaration of 'v4' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-015031,T310-S8-P4-WARN-015036
T310-S8-P4-CLASS-007552	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3410	C4456	declaration of 'returnValue' hides previous local declaration	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-015037,T310-S8-P4-WARN-015042
T310-S8-P4-CLASS-007553	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3410	C4457	declaration of 'v1' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-015038,T310-S8-P4-WARN-015043
T310-S8-P4-CLASS-007554	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3410	C4457	declaration of 'v2' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-015039,T310-S8-P4-WARN-015044
T310-S8-P4-CLASS-007555	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3410	C4457	declaration of 'v3' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-015040,T310-S8-P4-WARN-015045
T310-S8-P4-CLASS-007556	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3410	C4457	declaration of 'v4' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-015041,T310-S8-P4-WARN-015046
T310-S8-P4-CLASS-007557	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3427	C4102	'S_2490_UnchainedDwordWrite_00000003_00000009_00000000': unreferenced label	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-015047,T310-S8-P4-WARN-015048
T310-S8-P4-CLASS-007558	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3431	C4127	conditional expression is constant	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-015049,T310-S8-P4-WARN-015050
T310-S8-P4-CLASS-007559	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3432	C4127	conditional expression is constant	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-015051,T310-S8-P4-WARN-015052
T310-S8-P4-CLASS-007560	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3435	C4245	'=': conversion from 'IS32' to 'IUH', signed/unsigned mismatch	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-015053,T310-S8-P4-WARN-015054
T310-S8-P4-CLASS-007561	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3449	C4456	declaration of 'returnValue' hides previous local declaration	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-015055,T310-S8-P4-WARN-015060
T310-S8-P4-CLASS-007562	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3449	C4457	declaration of 'v1' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-015056,T310-S8-P4-WARN-015061
T310-S8-P4-CLASS-007563	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3449	C4457	declaration of 'v2' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-015057,T310-S8-P4-WARN-015062
T310-S8-P4-CLASS-007564	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3449	C4457	declaration of 'v3' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-015058,T310-S8-P4-WARN-015063
T310-S8-P4-CLASS-007565	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3449	C4457	declaration of 'v4' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-015059,T310-S8-P4-WARN-015064
T310-S8-P4-CLASS-007566	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3466	C4456	declaration of 'returnValue' hides previous local declaration	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-015065,T310-S8-P4-WARN-015070
T310-S8-P4-CLASS-007567	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3466	C4457	declaration of 'v1' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-015066,T310-S8-P4-WARN-015071
T310-S8-P4-CLASS-007568	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3466	C4457	declaration of 'v2' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-015067,T310-S8-P4-WARN-015072
T310-S8-P4-CLASS-007569	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3466	C4457	declaration of 'v3' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-015068,T310-S8-P4-WARN-015073
T310-S8-P4-CLASS-007570	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3466	C4457	declaration of 'v4' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-015069,T310-S8-P4-WARN-015074
T310-S8-P4-CLASS-007571	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3483	C4102	'S_2491_UnchainedDwordWrite_00000003_0000000e_00000000': unreferenced label	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-015075,T310-S8-P4-WARN-015076
T310-S8-P4-CLASS-007572	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3487	C4127	conditional expression is constant	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-015077,T310-S8-P4-WARN-015078
T310-S8-P4-CLASS-007573	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3488	C4127	conditional expression is constant	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-015079,T310-S8-P4-WARN-015080
T310-S8-P4-CLASS-007574	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3491	C4245	'=': conversion from 'IS32' to 'IUH', signed/unsigned mismatch	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-015081,T310-S8-P4-WARN-015082
T310-S8-P4-CLASS-007575	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3505	C4456	declaration of 'returnValue' hides previous local declaration	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-015083,T310-S8-P4-WARN-015088
T310-S8-P4-CLASS-007576	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3505	C4457	declaration of 'v1' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-015084,T310-S8-P4-WARN-015089
T310-S8-P4-CLASS-007577	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3505	C4457	declaration of 'v2' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-015085,T310-S8-P4-WARN-015090
T310-S8-P4-CLASS-007578	src/mvdm-host/softpc.new/base/cvidc/SEVID012.c	3505	C4457	declaration of 'v3' hides function parameter	x64,x86	SPC-CVIDC-GENERATED-DISPATCH	nonwidth-source-quality-not-current-blocker	not an x86/x64 compatibility diagnosis on its own; retain the source row for later package review but do not create an adapter or modify a mirror solely for this warning	T310-S8-P4-WARN-015086,T310-S8-P4-WARN-015091
