"interface_id"	"row_kind"	"caller_file_id"	"caller_path"	"caller_package"	"source_line"	"symbol"	"declaration_path"	"declaration_package"	"correlation"	"reachability_state"	"owner_state"	"abi_state"	"failure_state"	"evidence"
"MVDM-BOUNDARY-00107"	"call-declaration-correlation"	"MVDM-FILE-0133"	"dpmi32/modesw.c"	"dpmi32"	"118"	"setCPL"	"inc/softpc.h"	"inc"	"external-boundary-candidate"	"source-external-boundary-candidate"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00107"
"MVDM-BOUNDARY-00108"	"call-declaration-correlation"	"MVDM-FILE-0141"	"dpmi32/xmem.c"	"dpmi32"	"97"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"external-boundary-candidate"	"source-external-boundary-candidate"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00108"
"MVDM-BOUNDARY-00109"	"call-declaration-correlation"	"MVDM-FILE-0299"	"sim32/sim32.c"	"sim32"	"150"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"external-boundary-candidate"	"source-external-boundary-candidate"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00109"
"MVDM-BOUNDARY-00110"	"call-declaration-correlation"	"MVDM-FILE-0302"	"softpc.new/base/bios/bios.c"	"softpc.new"	"75"	"mouse_io_interrupt"	"softpc.new/base/inc/bios.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00110"
"MVDM-BOUNDARY-00111"	"call-declaration-correlation"	"MVDM-FILE-0302"	"softpc.new/base/bios/bios.c"	"softpc.new"	"76"	"mouse_io_language"	"softpc.new/base/inc/bios.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00111"
"MVDM-BOUNDARY-00112"	"call-declaration-correlation"	"MVDM-FILE-0302"	"softpc.new/base/bios/bios.c"	"softpc.new"	"77"	"mouse_video_io"	"softpc.new/base/inc/bios.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00112"
"MVDM-BOUNDARY-00113"	"call-declaration-correlation"	"MVDM-FILE-0302"	"softpc.new/base/bios/bios.c"	"softpc.new"	"78"	"mouse_int1"	"softpc.new/base/inc/bios.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00113"
"MVDM-BOUNDARY-00114"	"call-declaration-correlation"	"MVDM-FILE-0302"	"softpc.new/base/bios/bios.c"	"softpc.new"	"79"	"mouse_int2"	"softpc.new/base/inc/bios.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00114"
"MVDM-BOUNDARY-00115"	"call-declaration-correlation"	"MVDM-FILE-0302"	"softpc.new/base/bios/bios.c"	"softpc.new"	"81"	"host_mouse_install1"	"softpc.new/base/inc/bios.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00115"
"MVDM-BOUNDARY-00116"	"call-declaration-correlation"	"MVDM-FILE-0302"	"softpc.new/base/bios/bios.c"	"softpc.new"	"82"	"host_mouse_install2"	"softpc.new/base/inc/bios.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00116"
"MVDM-BOUNDARY-00117"	"call-declaration-correlation"	"MVDM-FILE-0302"	"softpc.new/base/bios/bios.c"	"softpc.new"	"88"	"mouse_EM_callback"	"softpc.new/base/inc/bios.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00117"
"MVDM-BOUNDARY-00118"	"call-declaration-correlation"	"MVDM-FILE-0303"	"softpc.new/base/bios/bootstra.c"	"softpc.new"	"92"	"bootstrap"	"softpc.new/base/inc/bios.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00118"
"MVDM-BOUNDARY-00119"	"call-declaration-correlation"	"MVDM-FILE-0303"	"softpc.new/base/bios/bootstra.c"	"softpc.new"	"105"	"bootstrap1"	"softpc.new/base/inc/bios.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00119"
"MVDM-BOUNDARY-00120"	"call-declaration-correlation"	"MVDM-FILE-0303"	"softpc.new/base/bios/bootstra.c"	"softpc.new"	"132"	"bootstrap2"	"softpc.new/base/inc/bios.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00120"
"MVDM-BOUNDARY-00121"	"call-declaration-correlation"	"MVDM-FILE-0303"	"softpc.new/base/bios/bootstra.c"	"softpc.new"	"158"	"bootstrap3"	"softpc.new/base/inc/bios.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00121"
"MVDM-BOUNDARY-00122"	"call-declaration-correlation"	"MVDM-FILE-0305"	"softpc.new/base/bios/cmos_bis.c"	"softpc.new"	"73"	"set_tod"	"softpc.new/base/inc/cmosbios.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00122"
"MVDM-BOUNDARY-00123"	"call-declaration-correlation"	"MVDM-FILE-0305"	"softpc.new/base/bios/cmos_bis.c"	"softpc.new"	"85"	"cmos_read"	"softpc.new/base/inc/cmosbios.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00123"
"MVDM-BOUNDARY-00124"	"call-declaration-correlation"	"MVDM-FILE-0305"	"softpc.new/base/bios/cmos_bis.c"	"softpc.new"	"88"	"cmos_read"	"softpc.new/base/inc/cmosbios.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00124"
"MVDM-BOUNDARY-00125"	"call-declaration-correlation"	"MVDM-FILE-0305"	"softpc.new/base/bios/cmos_bis.c"	"softpc.new"	"89"	"cmos_write"	"softpc.new/base/inc/cmosbios.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00125"
"MVDM-BOUNDARY-00126"	"call-declaration-correlation"	"MVDM-FILE-0305"	"softpc.new/base/bios/cmos_bis.c"	"softpc.new"	"97"	"cmos_read"	"softpc.new/base/inc/cmosbios.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00126"
"MVDM-BOUNDARY-00127"	"call-declaration-correlation"	"MVDM-FILE-0305"	"softpc.new/base/bios/cmos_bis.c"	"softpc.new"	"100"	"cmos_read"	"softpc.new/base/inc/cmosbios.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00127"
"MVDM-BOUNDARY-00128"	"call-declaration-correlation"	"MVDM-FILE-0305"	"softpc.new/base/bios/cmos_bis.c"	"softpc.new"	"101"	"cmos_write"	"softpc.new/base/inc/cmosbios.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00128"
"MVDM-BOUNDARY-00129"	"call-declaration-correlation"	"MVDM-FILE-0305"	"softpc.new/base/bios/cmos_bis.c"	"softpc.new"	"109"	"cmos_read"	"softpc.new/base/inc/cmosbios.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00129"
"MVDM-BOUNDARY-00130"	"call-declaration-correlation"	"MVDM-FILE-0305"	"softpc.new/base/bios/cmos_bis.c"	"softpc.new"	"112"	"cmos_read"	"softpc.new/base/inc/cmosbios.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00130"
"MVDM-BOUNDARY-00131"	"call-declaration-correlation"	"MVDM-FILE-0305"	"softpc.new/base/bios/cmos_bis.c"	"softpc.new"	"113"	"cmos_write"	"softpc.new/base/inc/cmosbios.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00131"
"MVDM-BOUNDARY-00132"	"call-declaration-correlation"	"MVDM-FILE-0305"	"softpc.new/base/bios/cmos_bis.c"	"softpc.new"	"143"	"cmos_read"	"softpc.new/base/inc/cmosbios.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00132"
"MVDM-BOUNDARY-00133"	"call-declaration-correlation"	"MVDM-FILE-0305"	"softpc.new/base/bios/cmos_bis.c"	"softpc.new"	"151"	"outb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00133"
"MVDM-BOUNDARY-00134"	"call-declaration-correlation"	"MVDM-FILE-0305"	"softpc.new/base/bios/cmos_bis.c"	"softpc.new"	"153"	"inb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00134"
"MVDM-BOUNDARY-00135"	"call-declaration-correlation"	"MVDM-FILE-0305"	"softpc.new/base/bios/cmos_bis.c"	"softpc.new"	"158"	"outb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00135"
"MVDM-BOUNDARY-00136"	"call-declaration-correlation"	"MVDM-FILE-0305"	"softpc.new/base/bios/cmos_bis.c"	"softpc.new"	"178"	"cmos_write"	"softpc.new/base/inc/cmosbios.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00136"
"MVDM-BOUNDARY-00137"	"call-declaration-correlation"	"MVDM-FILE-0305"	"softpc.new/base/bios/cmos_bis.c"	"softpc.new"	"184"	"outb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00137"
"MVDM-BOUNDARY-00138"	"call-declaration-correlation"	"MVDM-FILE-0305"	"softpc.new/base/bios/cmos_bis.c"	"softpc.new"	"186"	"outb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00138"
"MVDM-BOUNDARY-00139"	"call-declaration-correlation"	"MVDM-FILE-0305"	"softpc.new/base/bios/cmos_bis.c"	"softpc.new"	"191"	"outb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00139"
"MVDM-BOUNDARY-00140"	"call-declaration-correlation"	"MVDM-FILE-0308"	"softpc.new/base/bios/equipmnt.c"	"softpc.new"	"48"	"equipment"	"softpc.new/base/inc/bios.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00140"
"MVDM-BOUNDARY-00141"	"call-declaration-correlation"	"MVDM-FILE-0309"	"softpc.new/base/bios/ill_bop.c"	"softpc.new"	"62"	"illegal_bop"	"softpc.new/base/inc/bios.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00141"
"MVDM-BOUNDARY-00142"	"call-declaration-correlation"	"MVDM-FILE-0309"	"softpc.new/base/bios/ill_bop.c"	"softpc.new"	"129"	"sas_hw_at"	"softpc.new/base/inc/dasm.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00142"
"MVDM-BOUNDARY-00143"	"call-declaration-correlation"	"MVDM-FILE-0311"	"softpc.new/base/bios/mem_size.c"	"softpc.new"	"44"	"memory_size"	"softpc.new/base/inc/bios.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00143"
"MVDM-BOUNDARY-00144"	"call-declaration-correlation"	"MVDM-FILE-0312"	"softpc.new/base/bios/reset.c"	"softpc.new"	"509"	"reset"	"softpc.new/base/inc/bios.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00144"
"MVDM-BOUNDARY-00145"	"call-declaration-correlation"	"MVDM-FILE-0312"	"softpc.new/base/bios/reset.c"	"softpc.new"	"535"	"inb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00145"
"MVDM-BOUNDARY-00146"	"call-declaration-correlation"	"MVDM-FILE-0312"	"softpc.new/base/bios/reset.c"	"softpc.new"	"541"	"outb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00146"
"MVDM-BOUNDARY-00147"	"call-declaration-correlation"	"MVDM-FILE-0312"	"softpc.new/base/bios/reset.c"	"softpc.new"	"542"	"inb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00147"
"MVDM-BOUNDARY-00148"	"call-declaration-correlation"	"MVDM-FILE-0312"	"softpc.new/base/bios/reset.c"	"softpc.new"	"552"	"outb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00148"
"MVDM-BOUNDARY-00149"	"call-declaration-correlation"	"MVDM-FILE-0312"	"softpc.new/base/bios/reset.c"	"softpc.new"	"553"	"outb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00149"
"MVDM-BOUNDARY-00150"	"call-declaration-correlation"	"MVDM-FILE-0312"	"softpc.new/base/bios/reset.c"	"softpc.new"	"556"	"outb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00150"
"MVDM-BOUNDARY-00151"	"call-declaration-correlation"	"MVDM-FILE-0312"	"softpc.new/base/bios/reset.c"	"softpc.new"	"557"	"outb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00151"
"MVDM-BOUNDARY-00152"	"call-declaration-correlation"	"MVDM-FILE-0312"	"softpc.new/base/bios/reset.c"	"softpc.new"	"649"	"outb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00152"
"MVDM-BOUNDARY-00153"	"call-declaration-correlation"	"MVDM-FILE-0312"	"softpc.new/base/bios/reset.c"	"softpc.new"	"650"	"outb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00153"
"MVDM-BOUNDARY-00154"	"call-declaration-correlation"	"MVDM-FILE-0312"	"softpc.new/base/bios/reset.c"	"softpc.new"	"651"	"outb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00154"
"MVDM-BOUNDARY-00155"	"call-declaration-correlation"	"MVDM-FILE-0312"	"softpc.new/base/bios/reset.c"	"softpc.new"	"652"	"outb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00155"
"MVDM-BOUNDARY-00156"	"call-declaration-correlation"	"MVDM-FILE-0312"	"softpc.new/base/bios/reset.c"	"softpc.new"	"654"	"outb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00156"
"MVDM-BOUNDARY-00157"	"call-declaration-correlation"	"MVDM-FILE-0312"	"softpc.new/base/bios/reset.c"	"softpc.new"	"656"	"outb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00157"
"MVDM-BOUNDARY-00158"	"call-declaration-correlation"	"MVDM-FILE-0312"	"softpc.new/base/bios/reset.c"	"softpc.new"	"657"	"outb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00158"
"MVDM-BOUNDARY-00159"	"call-declaration-correlation"	"MVDM-FILE-0312"	"softpc.new/base/bios/reset.c"	"softpc.new"	"658"	"outb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00159"
"MVDM-BOUNDARY-00160"	"call-declaration-correlation"	"MVDM-FILE-0312"	"softpc.new/base/bios/reset.c"	"softpc.new"	"659"	"outb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00160"
"MVDM-BOUNDARY-00161"	"call-declaration-correlation"	"MVDM-FILE-0312"	"softpc.new/base/bios/reset.c"	"softpc.new"	"661"	"outb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00161"
"MVDM-BOUNDARY-00162"	"call-declaration-correlation"	"MVDM-FILE-0312"	"softpc.new/base/bios/reset.c"	"softpc.new"	"664"	"inb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00162"
"MVDM-BOUNDARY-00163"	"call-declaration-correlation"	"MVDM-FILE-0312"	"softpc.new/base/bios/reset.c"	"softpc.new"	"667"	"outb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00163"
"MVDM-BOUNDARY-00164"	"call-declaration-correlation"	"MVDM-FILE-0312"	"softpc.new/base/bios/reset.c"	"softpc.new"	"674"	"outb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00164"
"MVDM-BOUNDARY-00165"	"call-declaration-correlation"	"MVDM-FILE-0312"	"softpc.new/base/bios/reset.c"	"softpc.new"	"675"	"outb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00165"
"MVDM-BOUNDARY-00166"	"call-declaration-correlation"	"MVDM-FILE-0312"	"softpc.new/base/bios/reset.c"	"softpc.new"	"697"	"outb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00166"
"MVDM-BOUNDARY-00167"	"call-declaration-correlation"	"MVDM-FILE-0312"	"softpc.new/base/bios/reset.c"	"softpc.new"	"698"	"outb"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00167"
"MVDM-BOUNDARY-00168"	"call-declaration-correlation"	"MVDM-FILE-0312"	"softpc.new/base/bios/reset.c"	"softpc.new"	"876"	"time_of_day_init"	"softpc.new/base/inc/bios.h"	"softpc.new"	"selected-definition-name-observed"	"source-name-correlation-not-abi-proven"	"unassigned-pending-source-form-and-abi-review"	"unreviewed"	"unreviewed"	"m0-t276-s5-unique-call-disposition-ledger.tsv:MVDM-BOUNDARY-00168"
