"audit_id"	"source_path"	"source_line"	"interface_family"	"source_token"	"original_contract"	"pointer_or_identity_lifetime"	"current_same_shaped_binding"	"required_owner_path"	"exact_unavailable_prerequisite"	"final_s2_disposition"	"source_excerpt"
"WOW-TF-02-257"	"wow32/wres16.c"	"257"	"WOW-TF-02"	"CURRENTPTD"	"obtain the historical current WOW task descriptor containing numeric vpStack/vpCBStack state"	"bound session worker only; task descriptor fields are copied numeric data, never native pointers"	"no; monitor VDM_TIB does not contain the WOW task descriptor"	"adapter-mvdm-host-out/wow -> adapter-mvdm-host-out/monitor -> session"	"source-shaped one-session WOW task descriptor projection with no process-global current task"	"unresolved source-shaped interface; no provider body enabled"	"pCBFrame = CBFRAMEPTR(CURRENTPTD()->vpCBStack);"
"WOW-TF-01-295"	"wow32/wres16.c"	"295"	"WOW-TF-01"	"GETVDMPTR"	"bounded VDM structure/string access"	"synchronous checked guest-memory lease; must end before callback, worker, or component return"	"no; Redirector-only prepared scope is intentionally not reusable"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"source-shaped WOW pointer scope with dynamic bounds and explicit read/write lease release"	"adapter-backed after complete scope design; no provider body enabled"	"GETVDMPTR(vp, cb16, pres->pbResData);"
"WOW-TF-03-312"	"wow32/wres16.c"	"312"	"WOW-TF-03"	"CallBack16"	"construct CBVDMFRAME, enter the Win16 callback, then consume AX:DX and restore the task stack"	"parameter frame and guest frame leases end before an asynchronous operation; continuation is session-owned"	"no; current monitor intentionally has no WOW callback scheduler"	"adapter-mvdm-host-out/wow -> adapter-mvdm-host-out/monitor -> adapter-mvdm-host-out/softpc -> session"	"source-shaped single-session callback transaction with task-frame projection and typed pause/resume; no CSRSS/BaseSrv or second executor"	"unresolved whole-subdomain prerequisite; no provider body enabled"	"CallBack16(RET_UNLOCKRESOURCE, &Parm16, 0, &vp);"
"WOW-TF-03-336"	"wow32/wres16.c"	"336"	"WOW-TF-03"	"CallBack16"	"construct CBVDMFRAME, enter the Win16 callback, then consume AX:DX and restore the task stack"	"parameter frame and guest frame leases end before an asynchronous operation; continuation is session-owned"	"no; current monitor intentionally has no WOW callback scheduler"	"adapter-mvdm-host-out/wow -> adapter-mvdm-host-out/monitor -> adapter-mvdm-host-out/softpc -> session"	"source-shaped single-session callback transaction with task-frame projection and typed pause/resume; no CSRSS/BaseSrv or second executor"	"unresolved whole-subdomain prerequisite; no provider body enabled"	"CallBack16(RET_SIZEOFRESOURCE, &Parm16, 0, &vp);"
"WOW-TF-01-390"	"wow32/wres16.c"	"390"	"WOW-TF-01"	"GETVDMPTR"	"bounded VDM structure/string access"	"synchronous checked guest-memory lease; must end before callback, worker, or component return"	"no; Redirector-only prepared scope is intentionally not reusable"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"source-shaped WOW pointer scope with dynamic bounds and explicit read/write lease release"	"adapter-backed after complete scope design; no provider body enabled"	"pmenu16 = GETVDMPTR(vpmenu16, cb16, pmenu16Save);"
"WOW-TF-01-405"	"wow32/wres16.c"	"405"	"WOW-TF-01"	"FREEVDMPTR"	"end transient VDM pointer use"	"ends the matching synchronous checked lease"	"no; upstream x86 no-op is unsafe outside the historical process alias"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"paired WOW pointer scope; preserve source release ordering"	"adapter-backed after complete scope design; no provider body enabled"	"FREEVDMPTR(pmenu16Save);"
"WOW-TF-01-491"	"wow32/wres16.c"	"491"	"WOW-TF-01"	"GETVDMPTR"	"bounded VDM structure/string access"	"synchronous checked guest-memory lease; must end before callback, worker, or component return"	"no; Redirector-only prepared scope is intentionally not reusable"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"source-shaped WOW pointer scope with dynamic bounds and explicit read/write lease release"	"adapter-backed after complete scope design; no provider body enabled"	"pdlg16 = GETVDMPTR(vpdlg16, cb16, pdlg16Save);"
"WOW-TF-01-652"	"wow32/wres16.c"	"652"	"WOW-TF-01"	"FREEVDMPTR"	"end transient VDM pointer use"	"ends the matching synchronous checked lease"	"no; upstream x86 no-op is unsafe outside the historical process alias"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"paired WOW pointer scope; preserve source release ordering"	"adapter-backed after complete scope design; no provider body enabled"	"FREEVDMPTR(pdlg16Save);"
"WOW-TF-01-039"	"wow32/wstruc.c"	"39"	"WOW-TF-01"	"GETVDMPTR"	"bounded VDM structure/string access"	"synchronous checked guest-memory lease; must end before callback, worker, or component return"	"no; Redirector-only prepared scope is intentionally not reusable"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"source-shaped WOW pointer scope with dynamic bounds and explicit read/write lease release"	"adapter-backed after complete scope design; no provider body enabled"	"GETVDMPTR(vpszSrc, cb, pszSrc);"
"WOW-TF-01-047"	"wow32/wstruc.c"	"47"	"WOW-TF-01"	"FREEVDMPTR"	"end transient VDM pointer use"	"ends the matching synchronous checked lease"	"no; upstream x86 no-op is unsafe outside the historical process alias"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"paired WOW pointer scope; preserve source release ordering"	"adapter-backed after complete scope design; no provider body enabled"	"FREEVDMPTR(pszSrc);"
"WOW-TF-01-063"	"wow32/wstruc.c"	"63"	"WOW-TF-01"	"GETVDMPTR"	"bounded VDM structure/string access"	"synchronous checked guest-memory lease; must end before callback, worker, or component return"	"no; Redirector-only prepared scope is intentionally not reusable"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"source-shaped WOW pointer scope with dynamic bounds and explicit read/write lease release"	"adapter-backed after complete scope design; no provider body enabled"	"GETVDMPTR(vpszDst, cb, pszDst);"
"WOW-TF-01-067"	"wow32/wstruc.c"	"67"	"WOW-TF-01"	"FLUSHVDMPTR"	"publish modified VDM bytes before releasing the mapping"	"must commit the matching synchronous checked lease before release"	"no; no generic code-flush or unbounded alias is admitted"	"adapter-mvdm-host-out/softpc -> session.guest_memory -> adapter-bochs"	"paired WOW pointer scope with explicit write/commit designation"	"adapter-backed after complete scope design; no provider body enabled"	"FLUSHVDMPTR(vpszDst, cb, pszDst);"
"WOW-TF-01-068"	"wow32/wstruc.c"	"68"	"WOW-TF-01"	"FREEVDMPTR"	"end transient VDM pointer use"	"ends the matching synchronous checked lease"	"no; upstream x86 no-op is unsafe outside the historical process alias"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"paired WOW pointer scope; preserve source release ordering"	"adapter-backed after complete scope design; no provider body enabled"	"FREEVDMPTR(pszDst);"
"WOW-TF-01-081"	"wow32/wstruc.c"	"81"	"WOW-TF-01"	"GETVDMPTR"	"bounded VDM structure/string access"	"synchronous checked guest-memory lease; must end before callback, worker, or component return"	"no; Redirector-only prepared scope is intentionally not reusable"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"source-shaped WOW pointer scope with dynamic bounds and explicit read/write lease release"	"adapter-backed after complete scope design; no provider body enabled"	"GETVDMPTR(vpRect, sizeof(RECT16), pRect16);"
"WOW-TF-01-088"	"wow32/wstruc.c"	"88"	"WOW-TF-01"	"FREEVDMPTR"	"end transient VDM pointer use"	"ends the matching synchronous checked lease"	"no; upstream x86 no-op is unsafe outside the historical process alias"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"paired WOW pointer scope; preserve source release ordering"	"adapter-backed after complete scope design; no provider body enabled"	"FREEVDMPTR(pRect16);"
"WOW-TF-01-102"	"wow32/wstruc.c"	"102"	"WOW-TF-01"	"GETVDMPTR"	"bounded VDM structure/string access"	"synchronous checked guest-memory lease; must end before callback, worker, or component return"	"no; Redirector-only prepared scope is intentionally not reusable"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"source-shaped WOW pointer scope with dynamic bounds and explicit read/write lease release"	"adapter-backed after complete scope design; no provider body enabled"	"GETVDMPTR(vpRect, sizeof(RECT16), pRect16);"
"WOW-TF-01-109"	"wow32/wstruc.c"	"109"	"WOW-TF-01"	"FLUSHVDMPTR"	"publish modified VDM bytes before releasing the mapping"	"must commit the matching synchronous checked lease before release"	"no; no generic code-flush or unbounded alias is admitted"	"adapter-mvdm-host-out/softpc -> session.guest_memory -> adapter-bochs"	"paired WOW pointer scope with explicit write/commit designation"	"adapter-backed after complete scope design; no provider body enabled"	"FLUSHVDMPTR(vpRect, sizeof(RECT16), pRect16);"
"WOW-TF-01-110"	"wow32/wstruc.c"	"110"	"WOW-TF-01"	"FREEVDMPTR"	"end transient VDM pointer use"	"ends the matching synchronous checked lease"	"no; upstream x86 no-op is unsafe outside the historical process alias"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"paired WOW pointer scope; preserve source release ordering"	"adapter-backed after complete scope design; no provider body enabled"	"FREEVDMPTR(pRect16);"
"WOW-TF-01-124"	"wow32/wstruc.c"	"124"	"WOW-TF-01"	"GETVDMPTR"	"bounded VDM structure/string access"	"synchronous checked guest-memory lease; must end before callback, worker, or component return"	"no; Redirector-only prepared scope is intentionally not reusable"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"source-shaped WOW pointer scope with dynamic bounds and explicit read/write lease release"	"adapter-backed after complete scope design; no provider body enabled"	"GETVDMPTR(vpPoint, sizeof(POINT16), pPoint16);"
"WOW-TF-01-131"	"wow32/wstruc.c"	"131"	"WOW-TF-01"	"FREEVDMPTR"	"end transient VDM pointer use"	"ends the matching synchronous checked lease"	"no; upstream x86 no-op is unsafe outside the historical process alias"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"paired WOW pointer scope; preserve source release ordering"	"adapter-backed after complete scope design; no provider body enabled"	"}           // this pointer if FREEVDMPTR wasn't a no-op! -JTP"
"WOW-TF-01-133"	"wow32/wstruc.c"	"133"	"WOW-TF-01"	"FREEVDMPTR"	"end transient VDM pointer use"	"ends the matching synchronous checked lease"	"no; upstream x86 no-op is unsafe outside the historical process alias"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"paired WOW pointer scope; preserve source release ordering"	"adapter-backed after complete scope design; no provider body enabled"	"FREEVDMPTR(pPoint16);"
"WOW-TF-01-150"	"wow32/wstruc.c"	"150"	"WOW-TF-01"	"GETVDMPTR"	"bounded VDM structure/string access"	"synchronous checked guest-memory lease; must end before callback, worker, or component return"	"no; Redirector-only prepared scope is intentionally not reusable"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"source-shaped WOW pointer scope with dynamic bounds and explicit read/write lease release"	"adapter-backed after complete scope design; no provider body enabled"	"GETVDMPTR(vpPoint, sizeof(POINT16), pPoint16);"
"WOW-TF-01-173"	"wow32/wstruc.c"	"173"	"WOW-TF-01"	"FLUSHVDMPTR"	"publish modified VDM bytes before releasing the mapping"	"must commit the matching synchronous checked lease before release"	"no; no generic code-flush or unbounded alias is admitted"	"adapter-mvdm-host-out/softpc -> session.guest_memory -> adapter-bochs"	"paired WOW pointer scope with explicit write/commit designation"	"adapter-backed after complete scope design; no provider body enabled"	"FLUSHVDMPTR(vpPoint, cb*sizeof(POINT16), pPoint16ptr);"
"WOW-TF-01-174"	"wow32/wstruc.c"	"174"	"WOW-TF-01"	"FREEVDMPTR"	"end transient VDM pointer use"	"ends the matching synchronous checked lease"	"no; upstream x86 no-op is unsafe outside the historical process alias"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"paired WOW pointer scope; preserve source release ordering"	"adapter-backed after complete scope design; no provider body enabled"	"FREEVDMPTR(pPoint16ptr);"
"WOW-TF-01-185"	"wow32/wstruc.c"	"185"	"WOW-TF-01"	"GETVDMPTR"	"bounded VDM structure/string access"	"synchronous checked guest-memory lease; must end before callback, worker, or component return"	"no; Redirector-only prepared scope is intentionally not reusable"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"source-shaped WOW pointer scope with dynamic bounds and explicit read/write lease release"	"adapter-backed after complete scope design; no provider body enabled"	"if (lpInt && GETVDMPTR(vpInt, sizeof(INT16)*c, pInt16)) {"
"WOW-TF-01-190"	"wow32/wstruc.c"	"190"	"WOW-TF-01"	"FREEVDMPTR"	"end transient VDM pointer use"	"ends the matching synchronous checked lease"	"no; upstream x86 no-op is unsafe outside the historical process alias"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"paired WOW pointer scope; preserve source release ordering"	"adapter-backed after complete scope design; no provider body enabled"	"FREEVDMPTR(pInt16);"
"WOW-TF-01-205"	"wow32/wstruc.c"	"205"	"WOW-TF-01"	"GETVDMPTR"	"bounded VDM structure/string access"	"synchronous checked guest-memory lease; must end before callback, worker, or component return"	"no; Redirector-only prepared scope is intentionally not reusable"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"source-shaped WOW pointer scope with dynamic bounds and explicit read/write lease release"	"adapter-backed after complete scope design; no provider body enabled"	"if (pu && GETVDMPTR(vp, sizeof(WORD)*c, pW16)) {"
"WOW-TF-01-209"	"wow32/wstruc.c"	"209"	"WOW-TF-01"	"FREEVDMPTR"	"end transient VDM pointer use"	"ends the matching synchronous checked lease"	"no; upstream x86 no-op is unsafe outside the historical process alias"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"paired WOW pointer scope; preserve source release ordering"	"adapter-backed after complete scope design; no provider body enabled"	"FREEVDMPTR(pW16);"
"WOW-TF-01-219"	"wow32/wstruc.c"	"219"	"WOW-TF-01"	"GETVDMPTR"	"bounded VDM structure/string access"	"synchronous checked guest-memory lease; must end before callback, worker, or component return"	"no; Redirector-only prepared scope is intentionally not reusable"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"source-shaped WOW pointer scope with dynamic bounds and explicit read/write lease release"	"adapter-backed after complete scope design; no provider body enabled"	"if (lpInt && GETVDMPTR(vpInt, sizeof(INT16)*c, pInt16)) {"
"WOW-TF-01-223"	"wow32/wstruc.c"	"223"	"WOW-TF-01"	"FLUSHVDMPTR"	"publish modified VDM bytes before releasing the mapping"	"must commit the matching synchronous checked lease before release"	"no; no generic code-flush or unbounded alias is admitted"	"adapter-mvdm-host-out/softpc -> session.guest_memory -> adapter-bochs"	"paired WOW pointer scope with explicit write/commit designation"	"adapter-backed after complete scope design; no provider body enabled"	"FLUSHVDMPTR(vpInt, sizeof(INT16)*c, pInt16);"
"WOW-TF-01-224"	"wow32/wstruc.c"	"224"	"WOW-TF-01"	"FREEVDMPTR"	"end transient VDM pointer use"	"ends the matching synchronous checked lease"	"no; upstream x86 no-op is unsafe outside the historical process alias"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"paired WOW pointer scope; preserve source release ordering"	"adapter-backed after complete scope design; no provider body enabled"	"FREEVDMPTR(pInt16);"
"WOW-TF-01-236"	"wow32/wstruc.c"	"236"	"WOW-TF-01"	"GETVDMPTR"	"bounded VDM structure/string access"	"synchronous checked guest-memory lease; must end before callback, worker, or component return"	"no; Redirector-only prepared scope is intentionally not reusable"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"source-shaped WOW pointer scope with dynamic bounds and explicit read/write lease release"	"adapter-backed after complete scope design; no provider body enabled"	"GETVDMPTR(vpKrn, sizeof(KERNINGPAIR16), pKrn16);"
"WOW-TF-01-244"	"wow32/wstruc.c"	"244"	"WOW-TF-01"	"FLUSHVDMPTR"	"publish modified VDM bytes before releasing the mapping"	"must commit the matching synchronous checked lease before release"	"no; no generic code-flush or unbounded alias is admitted"	"adapter-mvdm-host-out/softpc -> session.guest_memory -> adapter-bochs"	"paired WOW pointer scope with explicit write/commit designation"	"adapter-backed after complete scope design; no provider body enabled"	"FLUSHVDMPTR(vpKrn, sizeof(KERNINGPAIR16), pKrn16);"
"WOW-TF-01-245"	"wow32/wstruc.c"	"245"	"WOW-TF-01"	"FREEVDMPTR"	"end transient VDM pointer use"	"ends the matching synchronous checked lease"	"no; upstream x86 no-op is unsafe outside the historical process alias"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"paired WOW pointer scope; preserve source release ordering"	"adapter-backed after complete scope design; no provider body enabled"	"FREEVDMPTR(pKrn16);"
"WOW-TF-01-256"	"wow32/wstruc.c"	"256"	"WOW-TF-01"	"GETVDMPTR"	"bounded VDM structure/string access"	"synchronous checked guest-memory lease; must end before callback, worker, or component return"	"no; Redirector-only prepared scope is intentionally not reusable"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"source-shaped WOW pointer scope with dynamic bounds and explicit read/write lease release"	"adapter-backed after complete scope design; no provider body enabled"	"GETVDMPTR(vpDI16, sizeof(DRAWITEMSTRUCT16), pDI16);"
"WOW-TF-01-273"	"wow32/wstruc.c"	"273"	"WOW-TF-01"	"FREEVDMPTR"	"end transient VDM pointer use"	"ends the matching synchronous checked lease"	"no; upstream x86 no-op is unsafe outside the historical process alias"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"paired WOW pointer scope; preserve source release ordering"	"adapter-backed after complete scope design; no provider body enabled"	"FREEVDMPTR(pDI16);"
"WOW-TF-01-283"	"wow32/wstruc.c"	"283"	"WOW-TF-01"	"GETVDMPTR"	"bounded VDM structure/string access"	"synchronous checked guest-memory lease; must end before callback, worker, or component return"	"no; Redirector-only prepared scope is intentionally not reusable"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"source-shaped WOW pointer scope with dynamic bounds and explicit read/write lease release"	"adapter-backed after complete scope design; no provider body enabled"	"GETVDMPTR(vpDI16, sizeof(DRAWITEMSTRUCT16), pDI16);"
"WOW-TF-01-298"	"wow32/wstruc.c"	"298"	"WOW-TF-01"	"FREEVDMPTR"	"end transient VDM pointer use"	"ends the matching synchronous checked lease"	"no; upstream x86 no-op is unsafe outside the historical process alias"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"paired WOW pointer scope; preserve source release ordering"	"adapter-backed after complete scope design; no provider body enabled"	"FREEVDMPTR(pDI16);"
"WOW-TF-01-371"	"wow32/wstruc.c"	"371"	"WOW-TF-01"	"GETVDMPTR"	"bounded VDM structure/string access"	"synchronous checked guest-memory lease; must end before callback, worker, or component return"	"no; Redirector-only prepared scope is intentionally not reusable"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"source-shaped WOW pointer scope with dynamic bounds and explicit read/write lease release"	"adapter-backed after complete scope design; no provider body enabled"	"GETVDMPTR(vpbmi16, sizeof(BITMAPINFO16), pbmi16);"
"WOW-TF-01-440"	"wow32/wstruc.c"	"440"	"WOW-TF-01"	"FREEVDMPTR"	"end transient VDM pointer use"	"ends the matching synchronous checked lease"	"no; upstream x86 no-op is unsafe outside the historical process alias"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"paired WOW pointer scope; preserve source release ordering"	"adapter-backed after complete scope design; no provider body enabled"	"FREEVDMPTR(pbmi16);"
"WOW-TF-01-509"	"wow32/wstruc.c"	"509"	"WOW-TF-01"	"GETVDMPTR"	"bounded VDM structure/string access"	"synchronous checked guest-memory lease; must end before callback, worker, or component return"	"no; Redirector-only prepared scope is intentionally not reusable"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"source-shaped WOW pointer scope with dynamic bounds and explicit read/write lease release"	"adapter-backed after complete scope design; no provider body enabled"	"GETVDMPTR(vpbmi16, nbmiSize, pbmi16);"
"WOW-TF-01-528"	"wow32/wstruc.c"	"528"	"WOW-TF-01"	"FREEVDMPTR"	"end transient VDM pointer use"	"ends the matching synchronous checked lease"	"no; upstream x86 no-op is unsafe outside the historical process alias"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"paired WOW pointer scope; preserve source release ordering"	"adapter-backed after complete scope design; no provider body enabled"	"FREEVDMPTR(pbmi16);"
"WOW-TF-01-546"	"wow32/wstruc.c"	"546"	"WOW-TF-01"	"GETVDMPTR"	"bounded VDM structure/string access"	"synchronous checked guest-memory lease; must end before callback, worker, or component return"	"no; Redirector-only prepared scope is intentionally not reusable"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"source-shaped WOW pointer scope with dynamic bounds and explicit read/write lease release"	"adapter-backed after complete scope design; no provider body enabled"	"GETVDMPTR(vpbmih16, sizeof(BITMAPINFOHEADER16), pbmih16);"
"WOW-TF-01-552"	"wow32/wstruc.c"	"552"	"WOW-TF-01"	"FREEVDMPTR"	"end transient VDM pointer use"	"ends the matching synchronous checked lease"	"no; upstream x86 no-op is unsafe outside the historical process alias"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"paired WOW pointer scope; preserve source release ordering"	"adapter-backed after complete scope design; no provider body enabled"	"FREEVDMPTR(pbmih16);"
"WOW-TF-01-570"	"wow32/wstruc.c"	"570"	"WOW-TF-01"	"GETVDMPTR"	"bounded VDM structure/string access"	"synchronous checked guest-memory lease; must end before callback, worker, or component return"	"no; Redirector-only prepared scope is intentionally not reusable"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"source-shaped WOW pointer scope with dynamic bounds and explicit read/write lease release"	"adapter-backed after complete scope design; no provider body enabled"	"GETVDMPTR(vpMI16, sizeof(MEASUREITEMSTRUCT16), pMI16);"
"WOW-TF-01-594"	"wow32/wstruc.c"	"594"	"WOW-TF-01"	"FREEVDMPTR"	"end transient VDM pointer use"	"ends the matching synchronous checked lease"	"no; upstream x86 no-op is unsafe outside the historical process alias"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"paired WOW pointer scope; preserve source release ordering"	"adapter-backed after complete scope design; no provider body enabled"	"FREEVDMPTR(pMI16);"
"WOW-TF-01-603"	"wow32/wstruc.c"	"603"	"WOW-TF-01"	"GETVDMPTR"	"bounded VDM structure/string access"	"synchronous checked guest-memory lease; must end before callback, worker, or component return"	"no; Redirector-only prepared scope is intentionally not reusable"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"source-shaped WOW pointer scope with dynamic bounds and explicit read/write lease release"	"adapter-backed after complete scope design; no provider body enabled"	"GETVDMPTR(vpMI16, sizeof(MEASUREITEMSTRUCT16), pMI16);"
"WOW-TF-01-612"	"wow32/wstruc.c"	"612"	"WOW-TF-01"	"FREEVDMPTR"	"end transient VDM pointer use"	"ends the matching synchronous checked lease"	"no; upstream x86 no-op is unsafe outside the historical process alias"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"paired WOW pointer scope; preserve source release ordering"	"adapter-backed after complete scope design; no provider body enabled"	"FREEVDMPTR(pMI16);"
"WOW-TF-01-622"	"wow32/wstruc.c"	"622"	"WOW-TF-01"	"GETVDMPTR"	"bounded VDM structure/string access"	"synchronous checked guest-memory lease; must end before callback, worker, or component return"	"no; Redirector-only prepared scope is intentionally not reusable"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"source-shaped WOW pointer scope with dynamic bounds and explicit read/write lease release"	"adapter-backed after complete scope design; no provider body enabled"	"GETVDMPTR(vpDI16, sizeof(DELETEITEMSTRUCT16), pDI16);"
"WOW-TF-01-630"	"wow32/wstruc.c"	"630"	"WOW-TF-01"	"FREEVDMPTR"	"end transient VDM pointer use"	"ends the matching synchronous checked lease"	"no; upstream x86 no-op is unsafe outside the historical process alias"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"paired WOW pointer scope; preserve source release ordering"	"adapter-backed after complete scope design; no provider body enabled"	"FREEVDMPTR(pDI16);"
"WOW-TF-01-641"	"wow32/wstruc.c"	"641"	"WOW-TF-01"	"GETVDMPTR"	"bounded VDM structure/string access"	"synchronous checked guest-memory lease; must end before callback, worker, or component return"	"no; Redirector-only prepared scope is intentionally not reusable"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"source-shaped WOW pointer scope with dynamic bounds and explicit read/write lease release"	"adapter-backed after complete scope design; no provider body enabled"	"GETVDMPTR(vpDI16, sizeof(DELETEITEMSTRUCT16), pDI16);"
"WOW-TF-01-648"	"wow32/wstruc.c"	"648"	"WOW-TF-01"	"FLUSHVDMPTR"	"publish modified VDM bytes before releasing the mapping"	"must commit the matching synchronous checked lease before release"	"no; no generic code-flush or unbounded alias is admitted"	"adapter-mvdm-host-out/softpc -> session.guest_memory -> adapter-bochs"	"paired WOW pointer scope with explicit write/commit designation"	"adapter-backed after complete scope design; no provider body enabled"	"FLUSHVDMPTR(vpDI16, sizeof(DELETEITEMSTRUCT16), pDI16);"
"WOW-TF-01-649"	"wow32/wstruc.c"	"649"	"WOW-TF-01"	"FREEVDMPTR"	"end transient VDM pointer use"	"ends the matching synchronous checked lease"	"no; upstream x86 no-op is unsafe outside the historical process alias"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"paired WOW pointer scope; preserve source release ordering"	"adapter-backed after complete scope design; no provider body enabled"	"FREEVDMPTR(pDI16);"
"WOW-TF-01-659"	"wow32/wstruc.c"	"659"	"WOW-TF-01"	"GETVDMPTR"	"bounded VDM structure/string access"	"synchronous checked guest-memory lease; must end before callback, worker, or component return"	"no; Redirector-only prepared scope is intentionally not reusable"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"source-shaped WOW pointer scope with dynamic bounds and explicit read/write lease release"	"adapter-backed after complete scope design; no provider body enabled"	"GETVDMPTR(vpCI16, sizeof(COMPAREITEMSTRUCT16), pCI16);"
"WOW-TF-01-669"	"wow32/wstruc.c"	"669"	"WOW-TF-01"	"FREEVDMPTR"	"end transient VDM pointer use"	"ends the matching synchronous checked lease"	"no; upstream x86 no-op is unsafe outside the historical process alias"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"paired WOW pointer scope; preserve source release ordering"	"adapter-backed after complete scope design; no provider body enabled"	"FREEVDMPTR(pCI16);"
"WOW-TF-01-678"	"wow32/wstruc.c"	"678"	"WOW-TF-01"	"GETVDMPTR"	"bounded VDM structure/string access"	"synchronous checked guest-memory lease; must end before callback, worker, or component return"	"no; Redirector-only prepared scope is intentionally not reusable"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"source-shaped WOW pointer scope with dynamic bounds and explicit read/write lease release"	"adapter-backed after complete scope design; no provider body enabled"	"GETVDMPTR(vpCI16, sizeof(COMPAREITEMSTRUCT16), pCI16);"
"WOW-TF-01-688"	"wow32/wstruc.c"	"688"	"WOW-TF-01"	"FLUSHVDMPTR"	"publish modified VDM bytes before releasing the mapping"	"must commit the matching synchronous checked lease before release"	"no; no generic code-flush or unbounded alias is admitted"	"adapter-mvdm-host-out/softpc -> session.guest_memory -> adapter-bochs"	"paired WOW pointer scope with explicit write/commit designation"	"adapter-backed after complete scope design; no provider body enabled"	"FLUSHVDMPTR(vpCI16, sizeof(COMPAREITEMSTRUCT16), pCI16);"
"WOW-TF-01-689"	"wow32/wstruc.c"	"689"	"WOW-TF-01"	"FREEVDMPTR"	"end transient VDM pointer use"	"ends the matching synchronous checked lease"	"no; upstream x86 no-op is unsafe outside the historical process alias"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"paired WOW pointer scope; preserve source release ordering"	"adapter-backed after complete scope design; no provider body enabled"	"FREEVDMPTR(pCI16);"
"WOW-TF-01-726"	"wow32/wstruc.c"	"726"	"WOW-TF-01"	"GETVDMPTR"	"bounded VDM structure/string access"	"synchronous checked guest-memory lease; must end before callback, worker, or component return"	"no; Redirector-only prepared scope is intentionally not reusable"	"adapter-mvdm-host-out/softpc -> session.guest_memory"	"source-shaped WOW pointer scope with dynamic bounds and explicit read/write lease release"	"adapter-backed after complete scope design; no provider body enabled"	"GETVDMPTR(vpmsg16, sizeof(MSG16), pmsg16);"
"WOW-TF-02-749"	"wow32/wstruc.c"	"749"	"WOW-TF-02"	"CURRENTPTD"	"obtain the historical current WOW task descriptor containing numeric vpStack/vpCBStack state"	"bound session worker only; task descriptor fields are copied numeric data, never native pointers"	"no; monitor VDM_TIB does not contain the WOW task descriptor"	"adapter-mvdm-host-out/wow -> adapter-mvdm-host-out/monitor -> session"	"source-shaped one-session WOW task descriptor projection with no process-global current task"	"unresolved source-shaped interface; no provider body enabled"	"htask16  = CURRENTPTD()->htask16;"
