"file_id"	"source_path"	"package_root"	"file_kind"	"final_disposition"	"final_owner_or_link_boundary"	"final_change_class"	"named_adapter"	"tracker_state"	"evidence"
"MVDM-FILE-0807"	"softpc.new/base/inc/dsktrace.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0807"
"MVDM-FILE-0808"	"softpc.new/base/inc/dterm.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0808"
"MVDM-FILE-0809"	"softpc.new/base/inc/egacpu.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0809"
"MVDM-FILE-0810"	"softpc.new/base/inc/egagraph.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0810"
"MVDM-FILE-0811"	"softpc.new/base/inc/egamode.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0811"
"MVDM-FILE-0812"	"softpc.new/base/inc/egaports.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0812"
"MVDM-FILE-0813"	"softpc.new/base/inc/egaread.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0813"
"MVDM-FILE-0814"	"softpc.new/base/inc/egatrace.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0814"
"MVDM-FILE-0815"	"softpc.new/base/inc/egavideo.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0815"
"MVDM-FILE-0816"	"softpc.new/base/inc/emm.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0816"
"MVDM-FILE-0817"	"softpc.new/base/inc/equip.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0817"
"MVDM-FILE-0818"	"softpc.new/base/inc/error.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0818"
"MVDM-FILE-0819"	"softpc.new/base/inc/fdisk.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0819"
"MVDM-FILE-0820"	"softpc.new/base/inc/fla.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0820"
"MVDM-FILE-0821"	"softpc.new/base/inc/flexlmif.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0821"
"MVDM-FILE-0822"	"softpc.new/base/inc/floppy.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0822"
"MVDM-FILE-0823"	"softpc.new/base/inc/ga_defs.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0823"
"MVDM-FILE-0824"	"softpc.new/base/inc/ga_mark.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0824"
"MVDM-FILE-0825"	"softpc.new/base/inc/gendrvr.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0825"
"MVDM-FILE-0826"	"softpc.new/base/inc/get_env.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0826"
"MVDM-FILE-0827"	"softpc.new/base/inc/getptis.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0827"
"MVDM-FILE-0828"	"softpc.new/base/inc/gfi.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0828"
"MVDM-FILE-0829"	"softpc.new/base/inc/gfiempty.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0829"
"MVDM-FILE-0830"	"softpc.new/base/inc/gfirflop.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0830"
"MVDM-FILE-0831"	"softpc.new/base/inc/gfisflop.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0831"
"MVDM-FILE-0832"	"softpc.new/base/inc/gfitest.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0832"
"MVDM-FILE-0833"	"softpc.new/base/inc/gfx_upd.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0833"
"MVDM-FILE-0834"	"softpc.new/base/inc/gisp_sas.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0834"
"MVDM-FILE-0835"	"softpc.new/base/inc/gispsvga.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0835"
"MVDM-FILE-0836"	"softpc.new/base/inc/gmi.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0836"
"MVDM-FILE-0837"	"softpc.new/base/inc/gore.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0837"
"MVDM-FILE-0838"	"softpc.new/base/inc/gvi.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0838"
"MVDM-FILE-0839"	"softpc.new/base/inc/harness.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0839"
"MVDM-FILE-0840"	"softpc.new/base/inc/haw.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0840"
"MVDM-FILE-0841"	"softpc.new/base/inc/herc.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0841"
"MVDM-FILE-0842"	"softpc.new/base/inc/hfx.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0842"
"MVDM-FILE-0843"	"softpc.new/base/inc/hg_cpu.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0843"
"MVDM-FILE-0844"	"softpc.new/base/inc/hg_sas.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0844"
"MVDM-FILE-0845"	"softpc.new/base/inc/hg_stat.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0845"
"MVDM-FILE-0846"	"softpc.new/base/inc/host.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0846"
"MVDM-FILE-0847"	"softpc.new/base/inc/host_cfg.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0847"
"MVDM-FILE-0848"	"softpc.new/base/inc/host_com.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0848"
"MVDM-FILE-0849"	"softpc.new/base/inc/host_fio.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0849"
"MVDM-FILE-0850"	"softpc.new/base/inc/host_gwi.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0850"
"MVDM-FILE-0851"	"softpc.new/base/inc/host_hun.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0851"
"MVDM-FILE-0852"	"softpc.new/base/inc/host_lpt.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0852"
"MVDM-FILE-0853"	"softpc.new/base/inc/host_msw.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0853"
"MVDM-FILE-0854"	"softpc.new/base/inc/host_nls.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0854"
"MVDM-FILE-0855"	"softpc.new/base/inc/host_pth.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0855"
"MVDM-FILE-0856"	"softpc.new/base/inc/host_sas.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0856"
"MVDM-FILE-0857"	"softpc.new/base/inc/host_sig.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0857"
"MVDM-FILE-0858"	"softpc.new/base/inc/host_str.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0858"
"MVDM-FILE-0859"	"softpc.new/base/inc/host_uis.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0859"
"MVDM-FILE-0860"	"softpc.new/base/inc/hosthunt.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0860"
"MVDM-FILE-0861"	"softpc.new/base/inc/hunter.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0861"
"MVDM-FILE-0862"	"softpc.new/base/inc/hwvga.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0862"
"MVDM-FILE-0863"	"softpc.new/base/inc/ica.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0863"
"MVDM-FILE-0864"	"softpc.new/base/inc/idetect.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0864"
"MVDM-FILE-0865"	"softpc.new/base/inc/ios.h"	"softpc.new"	"declaration"	"binding-only"	"original SoftPC declaration surface retained for same-shaped adapter-softpc or adapter-bochs binding; never a direct MVDM-to-Bochs object dependency"	"binding-only; preserve original names, parameter layouts, constants and calling conventions"	"adapter-softpc; adapter-bochs where a machine facade is reached"	"final-file-disposition-imported; symbol-closure-not-yet-proven"	"m0-t276-final-integration-disposition-ledger.tsv:MVDM-FILE-0865"
